"Kod";"Nazwa";"ogółem";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70 i więcej";"70-74";"75-79";"80-84";"85 i więcej";"0-14";
3023000;"Powiat słupecki";58959;2902;3015;3284;2826;3517;4140;4288;4652;4651;4213;3569;3604;4112;3636;6550;3076;1298;1112;1064;9201;
3024000;"Powiat szamotulski";91745;4969;5157;5644;4843;4843;5788;6801;8077;7652;6453;5267;5258;6297;5492;9204;4459;1779;1529;1437;15770;
3025000;"Powiat średzki";59149;3634;3469;3540;2865;3197;3965;4566;5084;4730;4091;3330;3491;3992;3450;5745;2737;1085;1024;899;10643;
3026000;"Powiat śremski";61492;3510;3494;3702;3147;3401;4076;4712;5052;4837;4258;3567;3759;4058;3718;6201;3114;1210;1052;825;10706;
3027000;"Powiat turecki";83599;4127;4448;4850;4207;4819;5920;6078;6582;6351;5878;5307;5194;5753;4836;9249;3912;2091;1773;1473;13425;
3028000;"Powiat wągrowiecki";70096;3803;3890;4397;3663;4061;4918;5405;5821;5348;4642;4050;4217;4951;4120;6810;3261;1359;1204;986;12090;
3029000;"Powiat wolsztyński";57431;3498;3343;3493;3097;3362;3967;4179;4681;4401;3928;3414;3366;3613;3296;5793;2813;1176;993;811;10334;
3030000;"Powiat wrzesiński";78037;4310;4246;4735;3919;4209;5028;5950;6686;6228;5489;4544;4595;5228;4724;8146;3873;1664;1365;1244;13291;
3031000;"Powiat złotowski";69161;3465;3525;4090;3503;4144;5092;5279;5732;5345;4637;3945;4393;4964;4231;6816;3178;1355;1202;1081;11080;
3061000;"Powiat m.Kalisz";99106;4242;4691;4986;4538;4887;5566;6130;7616;8027;7336;6202;5790;7073;7434;14588;6535;3282;2541;2230;13919;
3062000;"Powiat m.Konin";72539;2957;2942;3326;3115;3564;4335;4761;5612;5513;5222;4745;4564;5397;5461;11025;4954;2552;2003;1516;9225;
3063000;"Powiat m.Leszno";62854;3146;3122;3321;2941;3113;3490;4320;5286;5166;4476;3573;3706;4401;4509;8284;3949;1671;1462;1202;9589;
3064000;"Powiat m.Poznań";532048;29410;25384;24767;19910;20293;27220;45784;52439;45612;36482;27625;27622;34767;37277;77456;33632;15318;13848;14658;79561;
3201000;"Powiat białogardzki";47304;2102;2243;2682;2338;2680;3342;3428;3843;3652;3334;2968;2837;3558;3176;5121;2427;976;856;862;7027;
3202000;"Powiat choszczeński";47970;1990;2301;2701;2181;2610;3539;3532;3916;3599;3274;2906;3121;3690;3326;5284;2491;1085;889;819;6992;
3203000;"Powiat drawski";56482;2420;2835;3097;2562;3207;3975;3976;4558;4475;3785;3219;3662;4505;3969;6237;2931;1256;1056;994;8352;
3204000;"Powiat goleniowski";82310;3974;4167;4750;3981;4631;5602;5825;6784;6856;6041;4846;4942;6092;5559;8260;4048;1718;1309;1185;12891;
3205000;"Powiat gryficki";59844;2593;2852;3350;2791;3400;4129;4372;4906;4773;4088;3485;3908;4725;4281;6191;2933;1243;963;1052;8795;
3206000;"Powiat gryfiński";81289;3448;3949;4577;3717;4594;5666;5770;6675;6569;5861;4779;5220;6255;5754;8455;4032;1695;1390;1338;11974;
3207000;"Powiat kamieński";46692;1866;1959;2335;2036;2336;3062;3307;3878;3664;3160;2670;3081;4064;3863;5411;2618;1044;869;880;6160;
3208000;"Powiat kołobrzeski";79300;3362;3429;4036;3747;4115;4558;5273;6335;6504;5688;4863;5237;6299;5934;9920;4587;2082;1702;1549;10827;
3209000;"Powiat koszaliński";66505;2965;3223;3769;3329;3996;4645;4787;5597;5392;4779;4094;4392;5187;4293;6057;2897;1193;1009;958;9957;
3210000;"Powiat myśliborski";65373;2739;3143;3600;3020;3511;4414;4652;5476;5304;4433;3876;4096;5151;4657;7301;3415;1489;1229;1168;9482;
3211000;"Powiat policki";81584;3790;4446;5362;4487;4234;4630;5590;7458;7499;6846;5027;4809;5716;5120;6570;3544;1240;909;877;13598;
3212000;"Powiat pyrzycki";39202;1652;1874;2182;1830;2190;2797;2802;3086;3023;2756;2447;2434;2991;2713;4425;2060;914;731;720;5708;
3213000;"Powiat sławieński";55777;2431;2811;3076;2902;3250;3931;3879;4335;4256;3734;3410;3539;4299;3795;6129;2821;1208;1088;1012;8318;
3214000;"Powiat stargardzki";120132;5839;5930;6518;5530;6148;8001;8780;10038;9725;8416;6930;7447;9043;8609;13178;6318;2604;2195;2061;18287;
3215000;"Powiat szczecinecki";77258;3183;3573;4147;4136;4285;5370;5359;5976;5725;5286;4726;4991;5908;5486;9107;4174;1890;1655;1388;10903;
3216000;"Powiat świdwiński";46394;1861;2119;2515;2191;2524;3335;3343;3676;3541;3224;2732;2991;3762;3365;5215;2407;1003;872;933;6495;
3217000;"Powiat wałecki";52707;2249;2540;2842;2597;2968;3709;3537;4307;4183;3755;3076;3348;4066;3754;5776;2810;1191;907;868;7631;
3218000;"Powiat łobeski";36486;1544;1778;2048;1677;2126;2588;2493;2867;2811;2392;2132;2366;2940;2623;4101;1800;838;703;760;5370;
3261000;"Powiat m.Koszalin";106235;5075;4958;5038;4116;4456;5359;7459;9466;8916;7351;5743;5984;7927;8464;15923;7050;3172;2882;2819;15071;
3262000;"Powiat m.Szczecin";398255;18710;17256;18966;17304;17460;20022;28004;36056;34036;29292;22309;22069;29575;30461;56735;23983;11503;10548;10701;54932;
3263000;"Powiat m.Świnoujście";40948;1637;1512;1888;1537;1704;2355;2771;3287;3385;3075;2498;2679;3370;3303;5947;2652;1386;1108;801;5037;
